data 28 cores
1000,Behavior1000.csv,56,0.9927536231884058,1.0,0.9850187265917603,0.9924528301886792,156.07859086990356
1100,Behavior1100.csv,56,0.9909420289855072,1.0,0.9812734082397003,0.9905482041587902,144.54058861732483
1200,Behavior1200.csv,56,0.9891304347826086,1.0,0.9775280898876404,0.9886363636363636,159.2017538547516
1300,Behavior1300.csv,56,0.9909420289855072,1.0,0.9812734082397003,0.9905482041587902,168.75293016433716
1400,Behavior1400.csv,56,0.9909420289855072,1.0,0.9812734082397003,0.9905482041587902,180.1022698879242
1500,Behavior1500.csv,56,0.9927536231884058,1.0,0.9850187265917603,0.9924528301886792,188.7780306339264
1600,Behavior1600.csv,56,0.9746376811594203,1.0,0.947565543071161,0.9730769230769231,239.4567928314209
1700,Behavior1700.csv,56,0.9746376811594203,1.0,0.947565543071161,0.9730769230769231,228.02200269699097
1800,Behavior1800.csv,56,0.9728260869565217,0.9960629921259843,0.947565543071161,0.9712092130518234,234.57668495178223
1900,Behavior1900.csv,56,0.9746376811594203,1.0,0.947565543071161,0.9730769230769231,250.02147793769836
2000,Behavior2000.csv,56,0.9746376811594203,1.0,0.947565543071161,0.9730769230769231,265.24178862571716
