data 1 core
1000,Behavior1000.csv,56,0.9873188405797102,0.9850746268656716,0.9887640449438202,0.9869158878504672,397.6679449081421
1100,Behavior1100.csv,56,0.9891304347826086,0.981549815498155,0.9962546816479401,0.9888475836431226,393.94740176200867
1200,Behavior1200.csv,56,0.9891304347826086,0.981549815498155,0.9962546816479401,0.9888475836431226,432.5138900279999
1300,Behavior1300.csv,56,0.9909420289855072,0.9816176470588235,1.0,0.9907235621521335,479.4149785041809
1400,Behavior1400.csv,56,0.9927536231884058,0.985239852398524,1.0,0.9925650557620818,509.5236506462097
1500,Behavior1500.csv,56,0.9873188405797102,0.9850746268656716,0.9887640449438202,0.9869158878504672,564.8504884243011
1600,Behavior1600.csv,56,0.9891304347826086,0.9851301115241635,0.9925093632958801,0.9888059701492538,605.5709097385406
1700,Behavior1700.csv,56,0.9909420289855072,0.9816176470588235,1.0,0.9907235621521335,631.4432084560394
1800,Behavior1800.csv,56,0.9909420289855072,0.9816176470588235,1.0,0.9907235621521335,655.3687319755554
1900,Behavior1900.csv,56,0.9873188405797102,0.9814814814814815,0.9925093632958801,0.9869646182495344,692.2033538818359
2000,Behavior2000.csv,56,0.9873188405797102,0.9850746268656716,0.9887640449438202,0.9869158878504672,736.7418074607849
