data 14 cores
1000,Behavior1000.csv,56,0.9692028985507246,0.9770992366412213,0.9588014981273408,0.9678638941398866,158.04708003997803
1100,Behavior1100.csv,56,0.9692028985507246,0.9770992366412213,0.9588014981273408,0.9678638941398866,150.22088050842285
1200,Behavior1200.csv,56,0.9655797101449275,0.9769230769230769,0.951310861423221,0.9639468690702088,156.41954970359802
1300,Behavior1300.csv,56,0.967391304347826,0.9770114942528736,0.9550561797752809,0.9659090909090909,172.13221049308777
1400,Behavior1400.csv,56,0.9746376811594203,0.9773584905660377,0.9700374531835206,0.9736842105263158,183.54448628425598
1500,Behavior1500.csv,56,0.9746376811594203,0.9773584905660377,0.9700374531835206,0.9736842105263158,193.69912362098694
1600,Behavior1600.csv,56,0.9746376811594203,0.9773584905660377,0.9700374531835206,0.9736842105263158,206.08694124221802
1700,Behavior1700.csv,56,0.9728260869565217,0.9772727272727273,0.9662921348314607,0.9717514124293786,225.06944799423218
1800,Behavior1800.csv,56,0.9945652173913043,1.0,0.9887640449438202,0.9943502824858758,277.85621070861816
1900,Behavior1900.csv,56,0.9927536231884058,1.0,0.9850187265917603,0.9924528301886792,256.82414412498474
2000,Behavior2000.csv,56,0.9945652173913043,1.0,0.9887640449438202,0.9943502824858758,267.6817786693573
