data 8 cores
1000,Behavior1000.csv,56,0.9945652173913043,0.9962406015037594,0.9925093632958801,0.9943714821763602,184.3687620162964
1100,Behavior1100.csv,56,0.9963768115942029,1.0,0.9925093632958801,0.9962406015037594,163.13135933876038
1200,Behavior1200.csv,56,0.9981884057971014,1.0,0.9962546816479401,0.99812382739212,180.41816639900208
1300,Behavior1300.csv,56,0.9981884057971014,1.0,0.9962546816479401,0.99812382739212,193.25376343727112
1400,Behavior1400.csv,56,0.9945652173913043,0.9962406015037594,0.9925093632958801,0.9943714821763602,203.83862328529358
1500,Behavior1500.csv,56,0.9945652173913043,1.0,0.9887640449438202,0.9943502824858758,219.2379105091095
1600,Behavior1600.csv,56,0.9927536231884058,0.9962264150943396,0.9887640449438202,0.9924812030075187,242.97925925254822
1700,Behavior1700.csv,56,0.9981884057971014,1.0,0.9962546816479401,0.99812382739212,258.91702008247375
1800,Behavior1800.csv,56,0.9963768115942029,1.0,0.9925093632958801,0.9962406015037594,268.49929451942444
1900,Behavior1900.csv,56,0.9963768115942029,1.0,0.9925093632958801,0.9962406015037594,288.8149473667145
2000,Behavior2000.csv,56,0.9927536231884058,0.9925093632958801,0.9925093632958801,0.9925093632958801,308.6641421318054
